Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,invoice_date,delivery_date,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key,unit_price_implied,delivery_lag_days,year,month,quarter,year_month,margin_pct,has_customer
66118,66127,249,202,42,2014-01-29,2014-01-30,94,20338,Shipping carton (Brown) 500x310x310mm,Each,125,2.55,15,318.75,47.81,181.25,366.56,125,0,11,2.55,1.0,2014,1,1,2014-01-01,56.86274509803921,True
68480,40704,399,202,152,2014-02-12,2014-02-13,94,21078,Ride on toy sedan car (Red) 1/12 scale,Each,4,230.0,15,920.0,138.0,340.0,1058.0,4,0,11,230.0,1.0,2014,2,1,2014-02-01,36.95652173913044,True
68481,40704,399,202,66,2014-02-12,2014-02-13,94,21078,Medium sized bubblewrap roll 20m,Each,70,20.0,15,1400.0,210.0,700.0,1610.0,70,0,11,20.0,1.0,2014,2,1,2014-02-01,50.0,True
68482,40704,399,202,58,2014-02-12,2014-02-13,94,21078,32 mm Double sided bubble wrap 10m,Each,10,22.0,15,220.0,33.0,121.0,253.0,10,0,11,22.0,1.0,2014,2,1,2014-02-01,55.0,True
68483,40704,399,202,151,2014-02-12,2014-02-13,94,21078,Ride on toy sedan car (Blue) 1/12 scale,Each,1,230.0,15,230.0,34.5,85.0,264.5,1,0,11,230.0,1.0,2014,2,1,2014-02-01,36.95652173913044,True
70858,44439,273,202,117,2014-02-26,2014-02-27,94,21815,Alien officer hoodie (Black) XXL,Each,10,35.0,15,350.0,52.5,180.0,402.5,10,0,11,35.0,1.0,2014,2,1,2014-02-01,51.42857142857143,True
70859,44439,273,202,62,2014-02-26,2014-02-27,94,21815,10 mm Double sided bubble wrap 50m,Each,60,105.0,15,6300.0,945.0,2940.0,7245.0,60,0,11,105.0,1.0,2014,2,1,2014-02-01,46.666666666666664,True
72801,41466,384,202,11,2014-03-10,2014-03-11,94,22397,Packing knife with metal insert blade (Yellow) 9mm,Each,5,1.89,15,9.45,1.42,4.95,10.87,5,0,11,1.89,1.0,2014,3,1,2014-03-01,52.38095238095239,True
72803,41466,384,202,2,2014-03-10,2014-03-11,94,22397,Void fill 300 L bag (White) 300L,Each,100,37.5,15,3750.0,562.5,1950.0,4312.5,100,0,11,37.5,1.0,2014,3,1,2014-03-01,52.0,True
73514,40608,274,202,44,2014-03-13,2014-03-14,94,22614,Bubblewrap dispenser (Red) 1.5m,Each,2,240.0,15,480.0,72.0,260.0,552.0,2,0,11,240.0,1.0,2014,3,1,2014-03-01,54.166666666666664,True
73515,40608,274,202,103,2014-03-13,2014-03-14,94,22614,Superhero action jacket (Blue) 5XL,Each,4,34.0,15,136.0,20.4,40.0,156.4,4,0,11,34.0,1.0,2014,3,1,2014-03-01,29.41176470588235,True
73758,47673,256,202,6,2014-03-14,2014-03-15,94,22679,Air cushion film 200mmx200mm 325m,Each,3,90.0,15,270.0,40.5,108.0,310.5,3,0,11,90.0,1.0,2014,3,1,2014-03-01,40.0,True
73759,47673,256,202,39,2014-03-14,2014-03-15,94,22679,Shipping carton (Brown) 356x229x229mm,Each,175,1.14,15,199.5,29.93,101.5,229.43,175,0,11,1.14,1.0,2014,3,1,2014-03-01,50.87719298245614,True
81399,66127,249,202,43,2014-04-28,2014-04-29,106,25027,Shipping carton (Brown) 413x285x187mm,Each,225,1.05,15,236.25,35.44,112.5,271.69,225,0,11,1.05,1.0,2014,4,2,2014-04-01,47.61904761904762,True
83896,77088,281,202,63,2014-05-09,2014-05-10,106,25786,10 mm Double sided bubble wrap 20m,Each,90,30.0,15,2700.0,405.0,1440.0,3105.0,90,0,11,30.0,1.0,2014,5,2,2014-05-01,53.333333333333336,True
84196,90111,364,202,147,2014-05-13,2014-05-14,106,25880,Ride on vintage American toy coupe (Red) 1/12 scale,Each,8,285.0,15,2280.0,342.0,1040.0,2622.0,8,0,11,285.0,1.0,2014,5,2,2014-05-01,45.6140350877193,True
84769,66127,249,202,8,2014-05-15,2014-05-16,106,26055,Large  replacement blades 18mm,Each,60,4.3,15,258.0,38.7,135.0,296.7,60,0,11,4.3,1.0,2014,5,2,2014-05-01,52.325581395348834,True
85838,90111,364,202,29,2014-05-21,2014-05-22,106,26382,Black and orange fragile despatch tape 48mmx75m,Each,252,3.7,15,932.4,139.86,478.8,1072.26,252,0,11,3.6999999999999997,1.0,2014,5,2,2014-05-01,51.351351351351354,True
87124,44316,297,202,19,2014-05-29,2014-05-30,106,26785,Red and white urgent despatch tape 48mmx75m,Each,72,3.7,15,266.4,39.96,151.2,306.36,72,0,11,3.6999999999999997,1.0,2014,5,2,2014-05-01,56.75675675675676,True
87760,47673,256,202,37,2014-05-31,2014-06-01,106,26975,Shipping carton (Brown) 480x270x320mm,Each,25,2.74,15,68.5,10.28,38.5,78.78,25,0,11,2.74,1.0,2014,5,2,2014-05-01,56.2043795620438,True
87761,47673,256,202,65,2014-05-31,2014-06-01,106,26975,Large sized bubblewrap roll 50m,Each,30,24.0,15,720.0,108.0,330.0,828.0,30,0,11,24.0,1.0,2014,5,2,2014-05-01,45.833333333333336,True
91001,76917,375,202,52,2014-06-17,2014-06-18,106,27985,20 mm Anti static bubble wrap (Blue) 10m,Each,60,29.0,15,1740.0,261.0,1020.0,2001.0,60,0,11,29.0,1.0,2014,6,2,2014-06-01,58.62068965517241,True
92122,90111,364,202,18,2014-06-23,2014-06-24,106,28323,Red and white urgent  heavy despatch tape  48mmx100m,Each,72,4.1,15,295.2,44.28,147.6,339.48,72,0,11,4.1,1.0,2014,6,2,2014-06-01,50.0,True
92281,44439,273,202,42,2014-06-23,2014-06-24,106,28373,Shipping carton (Brown) 500x310x310mm,Each,150,2.55,15,382.5,57.38,217.5,439.88,150,0,11,2.55,1.0,2014,6,2,2014-06-01,56.86274509803921,True
93988,44439,273,202,152,2014-07-03,2014-07-04,106,28912,Ride on toy sedan car (Red) 1/12 scale,Each,1,230.0,15,230.0,34.5,85.0,264.5,1,0,11,230.0,1.0,2014,7,3,2014-07-01,36.95652173913044,True
90319,76917,375,202,37,2014-06-12,2014-06-13,118,27765,Shipping carton (Brown) 480x270x320mm,Each,25,2.74,15,68.5,10.28,38.5,78.78,25,0,11,2.74,1.0,2014,6,2,2014-06-01,56.2043795620438,True
98332,90111,364,202,40,2014-07-24,2014-07-25,118,30247,Shipping carton (Brown) 279x254x217mm,Each,250,1.11,15,277.5,41.63,127.5,319.13,250,0,11,1.11,1.0,2014,7,3,2014-07-01,45.945945945945944,True
98333,90111,364,202,114,2014-07-24,2014-07-25,118,30247,Alien officer hoodie (Black) 5XL,Each,6,35.0,15,210.0,31.5,108.0,241.5,6,0,11,35.0,1.0,2014,7,3,2014-07-01,51.42857142857143,True
99333,87673,223,202,217,2014-07-29,2014-07-30,118,30558,Office cube periscope (Black),Each,70,18.5,15,1295.0,194.25,507.5,1489.25,70,0,11,18.5,1.0,2014,7,3,2014-07-01,39.189189189189186,True
104013,44439,273,202,109,2014-08-26,2014-08-27,118,32028,Superhero action jacket (Blue) M,Each,4,30.0,15,120.0,18.0,32.0,138.0,4,0,11,30.0,1.0,2014,8,3,2014-08-01,26.666666666666668,True
104917,41466,384,202,47,2014-09-01,2014-09-02,118,32297,32 mm Anti static bubble wrap (Blue) 50m,Each,90,105.0,15,9450.0,1417.5,5220.0,10867.5,90,0,11,105.0,1.0,2014,9,3,2014-09-01,55.23809523809524,True
104919,41466,384,202,116,2014-09-01,2014-09-02,118,32297,Alien officer hoodie (Black) 3XL,Each,10,35.0,15,350.0,52.5,180.0,402.5,10,0,11,35.0,1.0,2014,9,3,2014-09-01,51.42857142857143,True
108775,66127,249,202,104,2014-09-24,2014-09-25,118,33499,Superhero action jacket (Blue) 4XL,Each,2,34.0,15,68.0,10.2,20.0,78.2,2,0,11,34.0,1.0,2014,9,3,2014-09-01,29.41176470588235,True
109661,47188,210,202,38,2014-09-29,2014-09-30,118,33775,Shipping carton (Brown) 457x279x279mm,Each,125,1.28,15,160.0,24.0,85.0,184.0,125,0,11,1.28,1.0,2014,9,3,2014-09-01,53.125,True
89569,76917,375,202,40,2014-06-09,2014-06-10,116,27530,Shipping carton (Brown) 279x254x217mm,Each,150,1.11,15,166.5,24.98,76.5,191.48,150,0,11,1.11,1.0,2014,6,2,2014-06-01,45.945945945945944,True
89806,47673,256,202,105,2014-06-10,2014-06-11,116,27606,Superhero action jacket (Blue) 3XL,Each,3,34.0,15,102.0,15.3,30.0,117.3,3,0,11,34.0,1.0,2014,6,2,2014-06-01,29.41176470588235,True
90151,44439,273,202,58,2014-06-12,2014-06-13,116,27716,32 mm Double sided bubble wrap 10m,Each,90,22.0,15,1980.0,297.0,1089.0,2277.0,90,0,11,22.0,1.0,2014,6,2,2014-06-01,55.0,True
90702,41466,384,202,151,2014-06-14,2014-06-15,116,27887,Ride on toy sedan car (Blue) 1/12 scale,Each,6,230.0,15,1380.0,207.0,510.0,1587.0,6,0,11,230.0,1.0,2014,6,2,2014-06-01,36.95652173913044,True
90703,41466,384,202,41,2014-06-14,2014-06-15,116,27887,Shipping carton (Brown) 229x229x229mm,Each,250,1.05,15,262.5,39.38,125.0,301.88,250,0,11,1.05,1.0,2014,6,2,2014-06-01,47.61904761904762,True
90704,41466,384,202,118,2014-06-14,2014-06-15,116,27887,Alien officer hoodie (Black) XL,Each,5,35.0,15,175.0,26.25,90.0,201.25,5,0,11,35.0,1.0,2014,6,2,2014-06-01,51.42857142857143,True
90975,90111,364,202,39,2014-06-17,2014-06-18,116,27977,Shipping carton (Brown) 356x229x229mm,Each,175,1.14,15,199.5,29.93,101.5,229.43,175,0,11,1.14,1.0,2014,6,2,2014-06-01,50.87719298245614,True
92461,66127,249,202,54,2014-06-24,2014-06-25,116,28427,10 mm Anti static bubble wrap (Blue) 20m,Each,80,42.0,15,3360.0,504.0,1520.0,3864.0,80,0,11,42.0,1.0,2014,6,2,2014-06-01,45.23809523809524,True
92462,66127,249,202,31,2014-06-24,2014-06-25,116,28427,Clear packaging tape 48mmx75m,Each,130,2.9,15,377.0,56.55,156.0,433.55,130,0,11,2.9,1.0,2014,6,2,2014-06-01,41.37931034482759,True
92463,66127,249,202,155,2014-06-24,2014-06-25,116,28427,RC vintage American toy coupe with remote control (Black) 1/50 scale,Each,3,30.0,15,90.0,13.5,45.0,103.5,3,0,11,30.0,1.0,2014,6,2,2014-06-01,50.0,True
92464,66127,249,202,4,2014-06-24,2014-06-25,116,28427,Void fill 100 L bag (White) 100L,Each,20,12.5,15,250.0,37.5,130.0,287.5,20,0,11,12.5,1.0,2014,6,2,2014-06-01,52.0,True
95131,40704,399,202,11,2014-07-08,2014-07-09,116,29258,Packing knife with metal insert blade (Yellow) 9mm,Each,20,1.89,15,37.8,5.67,19.8,43.47,20,0,11,1.89,1.0,2014,7,3,2014-07-01,52.38095238095239,True
96559,47673,256,202,28,2014-07-15,2014-07-16,116,29703,Black and orange fragile despatch tape 48mmx100m,Each,108,4.1,15,442.8,66.42,194.4,509.22,108,0,11,4.1000000000000005,1.0,2014,7,3,2014-07-01,43.90243902439024,True
97707,41466,384,202,19,2014-07-21,2014-07-22,116,30055,Red and white urgent despatch tape 48mmx75m,Each,24,3.7,15,88.8,13.32,50.4,102.12,24,0,11,3.6999999999999997,1.0,2014,7,3,2014-07-01,56.75675675675676,True
97708,41466,384,202,62,2014-07-21,2014-07-22,116,30055,10 mm Double sided bubble wrap 50m,Each,80,105.0,15,8400.0,1260.0,3920.0,9660.0,80,0,11,105.0,1.0,2014,7,3,2014-07-01,46.666666666666664,True
98407,76917,375,202,29,2014-07-24,2014-07-25,116,30268,Black and orange fragile despatch tape 48mmx75m,Each,36,3.7,15,133.2,19.98,68.4,153.18,36,0,11,3.6999999999999997,1.0,2014,7,3,2014-07-01,51.35135135135136,True
98350,44439,273,202,57,2014-07-24,2014-07-25,116,30254,32 mm Double sided bubble wrap 20m,Each,40,37.0,15,1480.0,222.0,920.0,1702.0,40,0,11,37.0,1.0,2014,7,3,2014-07-01,62.16216216216216,True
102087,72743,398,202,11,2014-08-14,2014-08-15,116,31416,Packing knife with metal insert blade (Yellow) 9mm,Each,30,1.89,15,56.7,8.51,29.7,65.21,30,0,11,1.8900000000000001,1.0,2014,8,3,2014-08-01,52.38095238095238,True
102565,72610,338,202,25,2014-08-18,2014-08-19,116,31566,Black and orange handle with care despatch tape  48mmx75m,Each,144,3.7,15,532.8,79.92,345.6,612.72,144,0,11,3.6999999999999997,1.0,2014,8,3,2014-08-01,64.86486486486487,True
102566,72610,338,202,62,2014-08-18,2014-08-19,116,31566,10 mm Double sided bubble wrap 50m,Each,10,105.0,15,1050.0,157.5,490.0,1207.5,10,0,11,105.0,1.0,2014,8,3,2014-08-01,46.666666666666664,True
102568,72610,338,202,56,2014-08-18,2014-08-19,116,31566,32 mm Double sided bubble wrap 50m,Each,60,112.0,15,6720.0,1008.0,3180.0,7728.0,60,0,11,112.0,1.0,2014,8,3,2014-08-01,47.32142857142857,True
102569,72610,338,202,18,2014-08-18,2014-08-19,116,31566,Red and white urgent  heavy despatch tape  48mmx100m,Each,144,4.1,15,590.4,88.56,295.2,678.96,144,0,11,4.1,1.0,2014,8,3,2014-08-01,50.0,True
103875,66127,249,202,118,2014-08-25,2014-08-26,116,31984,Alien officer hoodie (Black) XL,Each,4,35.0,15,140.0,21.0,72.0,161.0,4,0,11,35.0,1.0,2014,8,3,2014-08-01,51.42857142857143,True
103876,66127,249,202,106,2014-08-25,2014-08-26,116,31984,Superhero action jacket (Blue) XXL,Each,3,30.0,15,90.0,13.5,24.0,103.5,3,0,11,30.0,1.0,2014,8,3,2014-08-01,26.666666666666668,True
107251,47016,374,202,66,2014-09-15,2014-09-16,116,33023,Medium sized bubblewrap roll 20m,Each,20,20.0,15,400.0,60.0,200.0,460.0,20,0,11,20.0,1.0,2014,9,3,2014-09-01,50.0,True
107541,47188,210,202,34,2014-09-17,2014-09-18,116,33116,Shipping carton (Brown) 457x457x457mm,Each,75,2.1,15,157.5,23.63,75.0,181.13,75,0,11,2.1,1.0,2014,9,3,2014-09-01,47.61904761904762,True
107542,47188,210,202,5,2014-09-17,2014-09-18,116,33116,Air cushion machine (Blue),Each,4,1899.0,15,7596.0,1139.4,3036.0,8735.4,4,0,11,1899.0,1.0,2014,9,3,2014-09-01,39.968404423380726,True
109628,44370,272,202,28,2014-09-29,2014-09-30,116,33767,Black and orange fragile despatch tape 48mmx100m,Each,180,4.1,15,738.0,110.7,324.0,848.7,180,0,11,4.1,1.0,2014,9,3,2014-09-01,43.90243902439025,True
109629,44370,272,202,41,2014-09-29,2014-09-30,116,33767,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15,210.0,31.5,100.0,241.5,200,0,11,1.05,1.0,2014,9,3,2014-09-01,47.61904761904762,True
109631,44370,272,202,35,2014-09-29,2014-09-30,116,33767,Shipping carton (Brown) 356x356x279mm,Each,25,2.04,15,51.0,7.65,24.75,58.65,25,0,11,2.04,1.0,2014,9,3,2014-09-01,48.529411764705884,True
110032,44439,273,202,149,2014-10-01,2014-10-02,116,33893,Ride on toy sedan car (Yellow) 1/12 scale,Each,8,230.0,15,1840.0,276.0,680.0,2116.0,8,0,11,230.0,1.0,2014,10,4,2014-10-01,36.95652173913044,True
110033,44439,273,202,117,2014-10-01,2014-10-02,116,33893,Alien officer hoodie (Black) XXL,Each,9,35.0,15,315.0,47.25,162.0,362.25,9,0,11,35.0,1.0,2014,10,4,2014-10-01,51.42857142857143,True
110034,44439,273,202,9,2014-10-01,2014-10-02,116,33893,Small 9mm replacement blades 9mm,Each,20,4.1,15,82.0,12.3,30.0,94.3,20,0,11,4.1,1.0,2014,10,4,2014-10-01,36.58536585365854,True
110035,44439,273,202,116,2014-10-01,2014-10-02,116,33893,Alien officer hoodie (Black) 3XL,Each,8,35.0,15,280.0,42.0,144.0,322.0,8,0,11,35.0,1.0,2014,10,4,2014-10-01,51.42857142857143,True
61786,77088,281,202,29,2014-01-04,2014-01-05,97,19018,Black and orange fragile despatch tape 48mmx75m,Each,324,3.7,15,1198.8,179.82,615.6,1378.62,324,0,11,3.6999999999999997,1.0,2014,1,1,2014-01-01,51.351351351351354,True
64711,66127,249,202,151,2014-01-22,2014-01-23,97,19907,Ride on toy sedan car (Blue) 1/12 scale,Each,3,230.0,15,690.0,103.5,255.0,793.5,3,0,11,230.0,1.0,2014,1,1,2014-01-01,36.95652173913044,True
64712,66127,249,202,54,2014-01-22,2014-01-23,97,19907,10 mm Anti static bubble wrap (Blue) 20m,Each,50,42.0,15,2100.0,315.0,950.0,2415.0,50,0,11,42.0,1.0,2014,1,1,2014-01-01,45.23809523809524,True
66609,41358,221,202,44,2014-02-01,2014-02-02,97,20498,Bubblewrap dispenser (Red) 1.5m,Each,3,240.0,15,720.0,108.0,390.0,828.0,3,0,11,240.0,1.0,2014,2,1,2014-02-01,54.166666666666664,True
67314,72743,398,202,45,2014-02-06,2014-02-07,97,20717,Bubblewrap dispenser (Blue) 1.5m,Each,6,240.0,15,1440.0,216.0,780.0,1656.0,6,0,11,240.0,1.0,2014,2,1,2014-02-01,54.166666666666664,True
68667,40608,274,202,47,2014-02-13,2014-02-14,97,21136,32 mm Anti static bubble wrap (Blue) 50m,Each,50,105.0,15,5250.0,787.5,2900.0,6037.5,50,0,11,105.0,1.0,2014,2,1,2014-02-01,55.23809523809524,True
68762,44439,273,202,52,2014-02-13,2014-02-14,97,21164,20 mm Anti static bubble wrap (Blue) 10m,Each,30,29.0,15,870.0,130.5,510.0,1000.5,30,0,11,29.0,1.0,2014,2,1,2014-02-01,58.62068965517241,True
71995,44439,273,202,108,2014-03-05,2014-03-06,97,22163,Superhero action jacket (Blue) L,Each,8,30.0,15,240.0,36.0,64.0,276.0,8,0,11,30.0,1.0,2014,3,1,2014-03-01,26.666666666666668,True
72265,44439,273,202,59,2014-03-06,2014-03-07,97,22239,20 mm Double sided bubble wrap 50m,Each,60,108.0,15,6480.0,972.0,5520.0,7452.0,60,0,11,108.0,1.0,2014,3,1,2014-03-01,85.18518518518519,True
72266,44439,273,202,36,2014-03-06,2014-03-07,97,22239,Shipping carton (Brown) 305x305x305mm,Each,150,3.5,15,525.0,78.75,240.0,603.75,150,0,11,3.5,1.0,2014,3,1,2014-03-01,45.714285714285715,True
72267,44439,273,202,1,2014-03-06,2014-03-07,97,22239,Void fill 400 L bag (White) 400L,Each,40,50.0,15,2000.0,300.0,960.0,2300.0,40,0,11,50.0,1.0,2014,3,1,2014-03-01,48.0,True
73827,44316,297,202,59,2014-03-14,2014-03-15,97,22699,20 mm Double sided bubble wrap 50m,Each,50,108.0,15,5400.0,810.0,4600.0,6210.0,50,0,11,108.0,1.0,2014,3,1,2014-03-01,85.18518518518519,True
73828,44316,297,202,44,2014-03-14,2014-03-15,97,22699,Bubblewrap dispenser (Red) 1.5m,Each,7,240.0,15,1680.0,252.0,910.0,1932.0,7,0,11,240.0,1.0,2014,3,1,2014-03-01,54.166666666666664,True
74499,72743,398,202,7,2014-03-19,2014-03-20,97,22908,Air cushion film 200mmx100mm 325m,Each,9,87.0,15,783.0,117.45,468.0,900.45,9,0,11,87.0,1.0,2014,3,1,2014-03-01,59.770114942528735,True
74500,72743,398,202,2,2014-03-19,2014-03-20,97,22908,Void fill 300 L bag (White) 300L,Each,10,37.5,15,375.0,56.25,195.0,431.25,10,0,11,37.5,1.0,2014,3,1,2014-03-01,52.0,True
74503,72743,398,202,115,2014-03-19,2014-03-20,97,22908,Alien officer hoodie (Black) 4XL,Each,10,35.0,15,350.0,52.5,180.0,402.5,10,0,11,35.0,1.0,2014,3,1,2014-03-01,51.42857142857143,True
74949,44316,297,202,18,2014-03-22,2014-03-23,97,23046,Red and white urgent  heavy despatch tape  48mmx100m,Each,24,4.1,15,98.4,14.76,49.2,113.16,24,0,11,4.1000000000000005,1.0,2014,3,1,2014-03-01,50.0,True
75087,47016,374,202,103,2014-03-24,2014-03-25,97,23091,Superhero action jacket (Blue) 5XL,Each,9,34.0,15,306.0,45.9,90.0,351.9,9,0,11,34.0,1.0,2014,3,1,2014-03-01,29.41176470588235,True
75088,47016,374,202,36,2014-03-24,2014-03-25,97,23091,Shipping carton (Brown) 305x305x305mm,Each,250,3.5,15,875.0,131.25,400.0,1006.25,250,0,11,3.5,1.0,2014,3,1,2014-03-01,45.714285714285715,True
75663,87673,223,202,57,2014-03-27,2014-03-28,97,23266,32 mm Double sided bubble wrap 20m,Each,100,37.0,15,3700.0,555.0,2300.0,4255.0,100,0,11,37.0,1.0,2014,3,1,2014-03-01,62.16216216216216,True
75664,87673,223,202,217,2014-03-27,2014-03-28,97,23266,Office cube periscope (Black),Each,80,18.5,15,1480.0,222.0,580.0,1702.0,80,0,11,18.5,1.0,2014,3,1,2014-03-01,39.189189189189186,True
75756,41466,384,202,150,2014-03-27,2014-03-28,97,23294,Ride on toy sedan car (Green) 1/12 scale,Each,1,230.0,15,230.0,34.5,85.0,264.5,1,0,11,230.0,1.0,2014,3,1,2014-03-01,36.95652173913044,True
75757,41466,384,202,105,2014-03-27,2014-03-28,97,23294,Superhero action jacket (Blue) 3XL,Each,8,34.0,15,272.0,40.8,80.0,312.8,8,0,11,34.0,1.0,2014,3,1,2014-03-01,29.41176470588235,True
75760,41466,384,202,19,2014-03-27,2014-03-28,97,23294,Red and white urgent despatch tape 48mmx75m,Each,144,3.7,15,532.8,79.92,302.4,612.72,144,0,11,3.6999999999999997,1.0,2014,3,1,2014-03-01,56.75675675675676,True
76677,90111,364,202,22,2014-04-02,2014-04-03,97,23587,Black and orange this way up despatch tape  48mmx100m,Each,216,4.1,15,885.6,132.84,464.4,1018.44,216,0,11,4.1000000000000005,1.0,2014,4,2,2014-04-01,52.4390243902439,True
77236,41466,384,202,39,2014-04-04,2014-04-05,97,23759,Shipping carton (Brown) 356x229x229mm,Each,25,1.14,15,28.5,4.28,14.5,32.78,25,0,11,1.14,1.0,2014,4,2,2014-04-01,50.87719298245614,True
77620,47188,210,202,55,2014-04-08,2014-04-09,97,23878,10 mm Anti static bubble wrap (Blue) 10m,Each,100,26.0,15,2600.0,390.0,900.0,2990.0,100,0,11,26.0,1.0,2014,4,2,2014-04-01,34.61538461538461,True
77621,47188,210,202,153,2014-04-08,2014-04-09,97,23878,Ride on toy sedan car (Black) 1/12 scale,Each,4,230.0,15,920.0,138.0,340.0,1058.0,4,0,11,230.0,1.0,2014,4,2,2014-04-01,36.95652173913044,True
77704,41466,384,202,51,2014-04-08,2014-04-09,97,23901,20 mm Anti static bubble wrap (Blue) 20m,Each,90,45.0,15,4050.0,607.5,2160.0,4657.5,90,0,11,45.0,1.0,2014,4,2,2014-04-01,53.333333333333336,True
77705,41466,384,202,41,2014-04-08,2014-04-09,97,23901,Shipping carton (Brown) 229x229x229mm,Each,125,1.05,15,131.25,19.69,62.5,150.94,125,0,11,1.05,1.0,2014,4,2,2014-04-01,47.61904761904762,True
77706,41466,384,202,48,2014-04-08,2014-04-09,97,23901,32 mm Anti static bubble wrap (Blue) 20m,Each,60,48.0,15,2880.0,432.0,1500.0,3312.0,60,0,11,48.0,1.0,2014,4,2,2014-04-01,52.083333333333336,True
78261,66127,249,202,22,2014-04-11,2014-04-12,97,24063,Black and orange this way up despatch tape  48mmx100m,Each,192,4.1,15,787.2,118.08,412.8,905.28,192,0,11,4.1000000000000005,1.0,2014,4,2,2014-04-01,52.4390243902439,True
78262,66127,249,202,58,2014-04-11,2014-04-12,97,24063,32 mm Double sided bubble wrap 10m,Each,90,22.0,15,1980.0,297.0,1089.0,2277.0,90,0,11,22.0,1.0,2014,4,2,2014-04-01,55.0,True
78955,47016,374,202,103,2014-04-15,2014-04-16,97,24267,Superhero action jacket (Blue) 5XL,Each,7,34.0,15,238.0,35.7,70.0,273.7,7,0,11,34.0,1.0,2014,4,2,2014-04-01,29.41176470588235,True
79996,44439,273,202,145,2014-04-22,2014-04-23,97,24597,Ride on big wheel monster truck (Black) 1/12 scale,Each,10,345.0,15,3450.0,517.5,1400.0,3967.5,10,0,11,345.0,1.0,2014,4,2,2014-04-01,40.57971014492754,True
79997,44439,273,202,7,2014-04-22,2014-04-23,97,24597,Air cushion film 200mmx100mm 325m,Each,9,87.0,15,783.0,117.45,468.0,900.45,9,0,11,87.0,1.0,2014,4,2,2014-04-01,59.770114942528735,True
62214,76917,375,202,1,2014-01-07,2014-01-08,81,19151,Void fill 400 L bag (White) 400L,Each,100,50.0,15,5000.0,750.0,2400.0,5750.0,100,0,11,50.0,1.0,2014,1,1,2014-01-01,48.0,True
62216,76917,375,202,24,2014-01-07,2014-01-08,81,19151,Black and orange handle with care despatch tape  48mmx100m,Each,192,4.1,15,787.2,118.08,403.2,905.28,192,0,11,4.1000000000000005,1.0,2014,1,1,2014-01-01,51.21951219512195,True
65158,66127,249,202,22,2014-01-24,2014-01-25,81,20042,Black and orange this way up despatch tape  48mmx100m,Each,216,4.1,15,885.6,132.84,464.4,1018.44,216,0,11,4.1000000000000005,1.0,2014,1,1,2014-01-01,52.4390243902439,True
69997,44439,273,202,22,2014-02-21,2014-02-22,81,21554,Black and orange this way up despatch tape  48mmx100m,Each,48,4.1,15,196.8,29.52,103.2,226.32,48,0,11,4.1000000000000005,1.0,2014,2,1,2014-02-01,52.4390243902439,True
69999,44439,273,202,5,2014-02-21,2014-02-22,81,21554,Air cushion machine (Blue),Each,10,1899.0,15,18990.0,2848.5,7590.0,21838.5,10,0,11,1899.0,1.0,2014,2,1,2014-02-01,39.968404423380726,True
70151,40704,399,202,42,2014-02-21,2014-02-22,81,21601,Shipping carton (Brown) 500x310x310mm,Each,100,2.55,15,255.0,38.25,145.0,293.25,100,0,11,2.55,1.0,2014,2,1,2014-02-01,56.86274509803921,True
70152,40704,399,202,11,2014-02-21,2014-02-22,81,21601,Packing knife with metal insert blade (Yellow) 9mm,Each,5,1.89,15,9.45,1.42,4.95,10.87,5,0,11,1.89,1.0,2014,2,1,2014-02-01,52.38095238095239,True
70470,44370,272,202,145,2014-02-25,2014-02-26,81,21698,Ride on big wheel monster truck (Black) 1/12 scale,Each,9,345.0,15,3105.0,465.75,1260.0,3570.75,9,0,11,345.0,1.0,2014,2,1,2014-02-01,40.57971014492754,True
70471,44370,272,202,41,2014-02-25,2014-02-26,81,21698,Shipping carton (Brown) 229x229x229mm,Each,125,1.05,15,131.25,19.69,62.5,150.94,125,0,11,1.05,1.0,2014,2,1,2014-02-01,47.61904761904762,True
72239,41497,253,202,19,2014-03-05,2014-03-06,81,22229,Red and white urgent despatch tape 48mmx75m,Each,144,3.7,15,532.8,79.92,302.4,612.72,144,0,11,3.6999999999999997,1.0,2014,3,1,2014-03-01,56.75675675675676,True
72463,87673,223,202,146,2014-03-06,2014-03-07,81,22293,Ride on vintage American toy coupe (Black) 1/12 scale,Each,3,285.0,15,855.0,128.25,390.0,983.25,3,0,11,285.0,1.0,2014,3,1,2014-03-01,45.6140350877193,True
74704,41358,221,202,55,2014-03-20,2014-03-21,81,22971,10 mm Anti static bubble wrap (Blue) 10m,Each,100,26.0,15,2600.0,390.0,900.0,2990.0,100,0,11,26.0,1.0,2014,3,1,2014-03-01,34.61538461538461,True
74706,41358,221,202,5,2014-03-20,2014-03-21,81,22971,Air cushion machine (Blue),Each,4,1899.0,15,7596.0,1139.4,3036.0,8735.4,4,0,11,1899.0,1.0,2014,3,1,2014-03-01,39.968404423380726,True
77384,44316,297,202,156,2014-04-07,2014-04-08,81,23806,RC vintage American toy coupe with remote control (Red) 1/50 scale,Each,7,30.0,15,210.0,31.5,105.0,241.5,7,0,11,30.0,1.0,2014,4,2,2014-04-01,50.0,True
